Department,Course Number,Course Name,Term,Liberal Arts Requirements,Class Period,Professor,Description
MATH,236.02,Mathematical Structures,Spring 2020,FSR,3a,Mark  Krusemeyer, Mathematics 232 and either Mathematics 210 or Mathematics 211
MATH,241.0,Ordinary Differential Equations,Spring 2020,FSR,3a,Kate Hake, Mathematics 232 or instructor permission
MATH,244.0,Geometries,Spring 2020,FSR,4a,Deanna B Haunsperger, Mathematics 236
MATH,245.01,Applied Regression Analysis,Spring 2020,"FSR, QRE",5a,Tom Madsen, Mathematics 215 (or equivalent) or 275
MATH,275.0,Introduction to Statistical Inference,Spring 2020,"FSR, QRE",2a,Katie St. Clair, Mathematics 265
MATH,280.0,Statistical Consulting,Spring 2020,"FSR, QRE",2/3c,Adam  Loy, Mathematics 245 and instructor permission
MATH,285.0,Introduction to Data Science,Spring 2020,"FSR, QRE",1a,Adam  Loy,"This course will cover the computational side of data analysis, including data acquisition, management and visualization tools. Topics may include: data scraping, clean up and manipulation, data visualization using packages such as ggplots, understanding and visualizing spatial and network data, and supervised and unsupervised classification methods. We will use the statistics software R in this course."
MATH,295.0,Seminar in Set Theory,Spring 2020,FSR,2a,Gail S Nelson,"Introduction to set-theoretic foundations of mathematics. The axiom system of Zermelo-Fraenkel, cardinal and ordinal numbers, and the Axiom of Choice. As time permits, additional topics may include construction of the real number, transfinite induction, or consistency/independence proofs."
MATH,312.0,Elementary Theory of Numbers,Spring 2020,FSR,4a,Alex Barrios, Mathematics 236 or consent of the instructor.
MATH,321.0,Real Analysis I,Spring 2020,FSR,5a,Owen D Biesel, Mathematics 236 or permission of the instructor
MATH,341.0,Partial Differential Equations,Spring 2020,FSR,3a,Rob Thompson,"An introduction to partial differential equations with emphasis on the heat equation, wave equation, and Laplace's equation. Topics include the method of characteristics, separation of variables, Fourier series, Fourier transforms and existence/uniqueness of solutions."
MATH,345.0,Advanced Statistical Modeling,Spring 2020,"FSR, QRE",3a,Laura M Chihara,"Topics include linear mixed effects models for repeated measures, longitudinal or hierarchical data and generalized linear models (of which logistic and Poisson regression are special cases) including zero-inflated Poisson models. Depending on time, additional topics could include survival analysis, generalized additive models or models for spatial data."
MATH,352.0,Topics in Abstract Algebra,Spring 2020,FSR,2a,Rafe Jones, Mathematics 342
MATH,361.0,Complex Analysis,Spring 2020,FSR,5a,Caroline L Turnage-Butterbaugh,The theoretical foundations for the calculus of functions of a complex variable. 
MATH,400.01,Integrative Exercise,Spring 2020,,Unable to determine class period,Katie St. Clair," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.09,Integrative Exercise,Spring 2020,,Unable to determine class period,Deanna B Haunsperger," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.1,Integrative Exercise,Spring 2020,,Unable to determine class period,Owen D Biesel," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.11,Integrative Exercise,Spring 2020,,Unable to determine class period,Laura M Chihara," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.12,Integrative Exercise,Spring 2020,,Unable to determine class period,Rafe Jones," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.13,Integrative Exercise,Spring 2020,,Unable to determine class period,Mark  Krusemeyer," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.14,Integrative Exercise,Spring 2020,,Unable to determine class period,Tom Madsen," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MEST,395.0,Middle East Studies Capstone,Spring 2020,,1a,Zaki A Haidar,"The Middle East Studies capstone will allow students to reflect upon their experiences with Middle East studies, including on-campus and off-campus classwork, internships, and cross-cultural experiences, and to synthesize their work in the minor. The course will involve selected readings from a number of disciplinary perspectives and it will culminate in a final oral presentation on a project that brings together each student’s work in Middle East Studies at Carleton."
MUSC,100.0,I Got Rhythm: The Science of Musical Time,Fall 2019,"AI, WRC, QRE",2/3c,Justin M London,"An introduction to the interdisciplinary study of musical rhythm. In this class you will, among other things, design and make a clock, invent a new form of rhythmic notation, read some Greek philosophy, recreate some classic experiments in time perception, study the nuances of musical performance, and explore the neurobiological underpinnings of ""groove."" Class readings will be drawn from philosophy, psychology, music theory, evolutionary biology, anthropology, phonology, and mathematics. Musical examples discussed will range from Gregorian chant to Stevie Wonder. Course assignments will involve group projects and various short writing assignments. No prerequisite, though the ability to read music will be helpful."
MUSC,103.0,Musicianship I,Fall 2019,ARP,5/6c,Matthew J Olson,"An introduction to the basic elements of rhythm and melody, with a strong emphasis on sight reading using solfège, score reading in multiple clefs, and short dictation exercises."
MUSC,110.0,Theory I: The Materials of Music,Fall 2019,LAA,2a,Andrea  Mazzariello,"An introduction to the materials of western tonal music, with an emphasis on harmonic structure and syntax. It also covers phrase structure, musical texture, and small musical forms, along with basic theoretical concepts and vocabulary. Student work involves readings, listening assignments, analytical exercises, and short composition projects."
MUSC,115.0,Listening to the Movies,Fall 2019,"LAA, WRC",2/3c,Ronald  Rodman,"This course explores the history and development of film music along with theories of how music contributes to the meaning of moving images and narrative scenes. The primary focus of the course will be on film music in the U.S., but notable film scores from Europe and Asia will also be discussed. The film music history covers historical periods from the pre-cinematic Vaudeville era through the postmodern films of the early twenty-first century. Cross-cutting this chronological history will be discussion of film musicals as a separate genre. Ability to read music not required."
MUSC,136.0,History of Rock,Fall 2019,"LAA, WRC, IDS",3a,Andy Flory,"This course is an introduction to the history of rock music, emphasizing primarily the period between 1954 and the present. Mixing historical and cultural readings with intense listening, we will cover the vast repertoire of rock music and many other associated styles. We will focus on the sounds of the music, learning to distinguish a wide variety of genres, while also tracing the development and transformation of rock and pop styles. The lectures will use a wide variety of multimedia, including commercial audio and video, unpublished audio and video sources, print materials, and technological devices. Knowledge of a technical musical vocabulary and an ability to read music are not required for this course. "
MUSC,196.0,Jazz Workshop,Fall 2019,ARP,Unable to determine class period,Laura S Caviani,"This class focuses on the theory and practice of jazz improvisation. Students will develop their improvisational skills by learning and applying various scales, modes, and chord structures to lab performances of standard jazz repertoire on their respective instruments."
MUSC,221.0,Electronic Music Composition,Fall 2019,ARP,5a,Andrea  Mazzariello,"This course focuses on making new electronic music. We'll use digital audio workstations for composition and production as well as other technological tools and strategies, exploring the use of outboard hardware, various programming environments, and electroacoustic performance practices. Short composition assignments build fundamental skills in melodic development, drum programming, genre-specific harmonic motion, and audio production. The course culminates in a term project, a stylistically unrestricted, substantial original composition."
